penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
1976,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:46+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:40:48+00:00
1956,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:46+00:00
6086,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Monday to Friday after 6.00 pm,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:40:48+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1967,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – after 3 hours,200,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:37+00:00
1966,21699,All full-time and part-time junior employees—overtime rates,,Monday to Saturday – first 3 hours,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:36+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1970,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:54+00:00
1955,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Ordinary hours,100,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:55+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:48+00:00
1960,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:49+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1974,21701,Casual junior shiftworkers—shiftwork and penalty rates,,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:43+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:33+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:35+00:00
1969,21699,All full-time and part-time junior employees—overtime rates,,Public holiday,250,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:33+00:00
1959,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,225,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:36+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:42+00:00
1973,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Public holiday,250,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:42+00:00
1957,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:52+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:29+00:00
1957,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,125,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:53+00:00
1971,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Saturday,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:29+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:37+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:45:04+00:00
1972,21700,Casual junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,175,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:38+00:00
1958,21697,Full-time and part-time junior employees other than shiftworkers—ordinary and penalty rates,,Sunday,150,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:45:03+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:49+00:00
1968,21699,All full-time and part-time junior employees—overtime rates,,Sunday – all day,200,JN,,false,,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:50+00:00
5412,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AA,44.57,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:54+00:00
5410,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AA,29.72,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:53+00:00
5411,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AA,34.67,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:54+00:00
5408,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AA,22.29,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:53+00:00
5409,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AA,25.75,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:53+00:00
5403,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AA,24.76,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:51+00:00
5414,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – after 3 hours,200,AA,39.62,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:55+00:00
5413,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – first 3 hours,150,AA,29.72,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:55+00:00
5402,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Ordinary hours,100,AA,19.81,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:50+00:00
5407,22634,Adult apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AA,25.75,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:52+00:00
5416,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Public holiday,250,AA,49.53,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:56+00:00
5406,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Public holiday,225,AA,44.57,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:52+00:00
5404,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Saturday,125,AA,24.76,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:51+00:00
5405,22633,Adult apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Sunday,150,AA,29.72,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:51+00:00
5415,22636,Adult apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Sunday – all day,200,AA,39.62,false,BR100043,2022-07-01,2023-06-30,4,2022,2025-05-06T05:41:56+00:00
1940,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AD,52.61,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:36+00:00
1954,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - all hours within shift,250,AD,58.45,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:44+00:00
1952,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,175,AD,40.92,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:42+00:00
1938,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AD,35.07,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:35+00:00
1953,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,200,AD,46.76,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:43+00:00
1939,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AD,40.92,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:36+00:00
1936,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AD,26.3,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:35+00:00
1950,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,137.5,AD,32.15,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:41+00:00
1951,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,155,AD,36.24,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:41+00:00
1937,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AD,30.39,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:35+00:00
1931,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AD,29.23,false,BR89790,2022-07-01,2023-06-30,8,2022,2025-05-06T05:44:23+00:00
5417,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,150,AD,35.07,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:56+00:00
1942,21694,All full-time and part-time adult employees—overtime rates,1,Monday to Saturday – after 3 hours,200,AD,46.76,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:38+00:00
1941,21694,All full-time and part-time adult employees—overtime rates,1,Monday to Saturday – first 3 hours,150,AD,35.07,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:37+00:00
1945,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Ordinary hours,125,AD,29.23,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:39+00:00
1930,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Ordinary hours,100,AD,23.38,false,BR89790,2022-07-01,2023-06-30,8,2022,2025-05-06T05:44:22+00:00
1935,21693,Full-time and part-time adult shiftworkers—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AD,30.39,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:34+00:00
1949,21696,Casual adult shiftworkers—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,155,AD,36.24,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:41+00:00
1948,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Public holiday,250,AD,58.45,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:40+00:00
1934,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Public holiday,225,AD,52.61,false,BR89790,2022-07-01,2023-06-30,8,2022,2025-05-06T05:44:25+00:00
1944,21694,All full-time and part-time adult employees—overtime rates,1,Public holiday,250,AD,58.45,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:39+00:00
1946,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Saturday,150,AD,35.07,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:39+00:00
1932,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Saturday,125,AD,29.23,false,BR89790,2022-07-01,2023-06-30,8,2022,2025-05-06T05:44:24+00:00
1947,21695,Casual adult employees other than shiftworkers—ordinary and penalty rates,1,Sunday,175,AD,40.92,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:40+00:00
1933,21692,Full-time and part-time adult employees other than shiftworkers—ordinary and penalty rates,1,Sunday,150,AD,35.07,false,BR89790,2022-07-01,2023-06-30,8,2022,2025-05-06T05:44:25+00:00
1943,21694,All full-time and part-time adult employees—overtime rates,1,Sunday – all day,200,AD,46.76,false,BR89790,2022-07-01,2023-06-30,3,2022,2025-05-06T05:43:38+00:00
1990,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AP,27.86,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AP,27.86,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:47+00:00
5397,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,AP,30.65,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:47+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AP,18.57,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:46+00:00
1988,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AP,18.57,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
5395,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Saturday - OBPE and BPE,150,AP,20.43,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:46+00:00
1989,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AP,21.67,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AP,23.84,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:47+00:00
5396,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,All shiftworkers: Sunday - OBPE and BPE,175,AP,21.67,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:47+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AP,13.93,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:45+00:00
1986,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AP,13.93,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
5393,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting at or after 2.00 am and before 6.00 am,112.5,AP,15.32,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:45+00:00
1987,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AP,16.09,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AP,17.71,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:46+00:00
5394,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Baking production employees (BPE) Early morning shifts: Monday to Friday - Starting before 2.00 am,130,AP,16.09,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:46+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AP,17.03,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:54+00:00
1996,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AP,15.48,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:54+00:00
1981,21702,Junior apprentice who began apprenticeship before 1 January 2014—ordinary and penalty rates,1,Monday to Friday after 6.00 pm,125,AP,15.48,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:49+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – after 3 hours,200,AP,24.76,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:48+00:00
1992,21704,Junior apprentice who began apprenticeship before 1 January 2014—overtime rates,1,Monday to Saturday – after 3 hours,200,AP,24.76,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:52+00:00
5399,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – after 3 hours,200,AP,27.24,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:48+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – first 3 hours,150,AP,20.43,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:48+00:00
5398,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Monday to Saturday – first 3 hours,150,AP,18.57,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:48+00:00
1991,21704,Junior apprentice who began apprenticeship before 1 January 2014—overtime rates,1,Monday to Saturday – first 3 hours,150,AP,18.57,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:52+00:00
1980,21702,Junior apprentice who began apprenticeship before 1 January 2014—ordinary and penalty rates,1,Ordinary hours,100,AP,12.38,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:49+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Ordinary hours,100,AP,13.62,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:54+00:00
1995,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Ordinary hours,100,AP,12.38,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:54+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AP,17.71,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:44+00:00
5392,22631,Junior apprentice who began apprenticeship on 1 January 2014 or later—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AP,16.09,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:44+00:00
1985,21703,Junior apprentice who began apprenticeship before 1 January 2014—shiftwork and penalty rates,1,Other than baking production employees (OBPE): Monday to Friday - Starting at or after 6.00 pm and before 5.00 am,130,AP,16.09,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:51+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Public holiday,225,AP,27.86,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:44+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Public holiday,250,AP,34.05,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:50+00:00
5401,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Public holiday,250,AP,30.95,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:50+00:00
1984,21702,Junior apprentice who began apprenticeship before 1 January 2014—ordinary and penalty rates,1,Public holiday,225,AP,27.86,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:50+00:00
1999,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Public holiday,225,AP,30.65,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:44+00:00
1994,21704,Junior apprentice who began apprenticeship before 1 January 2014—overtime rates,1,Public holiday,250,AP,30.95,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:52+00:00
1997,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Saturday,125,AP,15.48,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:43+00:00
1997,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Saturday,125,AP,17.03,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:43+00:00
1982,21702,Junior apprentice who began apprenticeship before 1 January 2014—ordinary and penalty rates,1,Saturday,125,AP,15.48,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:50+00:00
1998,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Sunday,150,AP,20.43,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:44+00:00
1998,21705,Junior apprentice who began apprenticeship on 1 January 2014 or later—ordinary and penalty rates,1,Sunday,150,AP,18.57,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:43+00:00
1983,21702,Junior apprentice who began apprenticeship before 1 January 2014—ordinary and penalty rates,1,Sunday,150,AP,18.57,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:50+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Sunday - all day,200,AP,27.24,false,BR100039,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:49+00:00
5400,22632,Junior apprentice who began apprenticeship on 1 January 2014 or later—overtime rates,1,Sunday - all day,200,AP,24.76,false,BR100015,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:49+00:00
1993,21704,Junior apprentice who began apprenticeship before 1 January 2014—overtime rates,1,Sunday – all day,200,AP,24.76,false,BR100011,2022-07-01,2023-06-30,3,2022,2025-05-06T05:41:52+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,JN,47.34,false,BR99919,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,250,JN,29.23,false,BR99915,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:40+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,JN,52.61,false,BR99920,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,250,JN,58.45,false,BR99920,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,250,JN,52.6,false,BR99919,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,250,JN,35.08,false,BR99916,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:40+00:00
1979,21701,Casual junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,250,JN,46.78,false,BR99918,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:40+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,JN,23.67,false,BR99914,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,JN,26.3,false,BR99915,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
1965,21698,Full-time and part-time junior shiftworkers—shiftwork and penalty rates,1,All shiftworkers: Public holiday - All hours within shift,225,JN,42.1,false,BR99918,2022-07-01,2023-06-30,4,2022,2025-05-06T05:44:41+00:00
